Id,reference
160,79.2478
161,81.6652
162,42.7305
163,36.3668
164,83.681
165,49.9206
166,85.66
167,47.517
168,29.3825
169,45.8854
170,25.8727
171,11.1854
172,30.632
173,22.0736
174,79.6291
175,40.2066
176,32.551
177,39.2433
178,48.1189
179,82.802
180,18.3754
181,50.2931
182,73.1137
183,92.9278
184,34.7736
185,32.2449
186,8.01972
187,8.7434
188,83.1164
189,45.9922
190,85.7314
191,90.6232
192,8.30355
193,35.3255
194,42.0856
195,71.5574
196,15.6855
197,65.8033
198,22.6489
199,9.38252
200,93.9076
201,86.6861
202,74.1658
203,65.7252
204,78.2751
205,66.0388
206,77.726
207,63.9049
208,12.2409
209,50.6722
210,27.3463
211,27.9666
212,16.7481
213,82.615
214,19.1292
215,29.2429
216,39.8432
217,74.9652
218,25.5913
219,26.7621
220,32.8134
221,66.0207
222,39.641
223,59.0507
224,71.963
225,70.0315
226,6.04413
227,49.9159
228,23.1114
229,47.0834
230,50.7981
231,43.8044
232,63.7425
233,84.5405
234,38.6304
235,55.9965
236,47.9955
237,48.2598
238,60.0851
239,46.2695
240,74.9406
241,6.01555
242,21.9559
243,25.2894
244,71.9374
245,39.5369
246,38.8395
247,31.7611
248,10.0153
249,89.054
250,35.0156
251,65.4365
252,52.6394
253,26.666
254,14.0926
255,26.651
256,54.5462
257,35.4084
258,30.8733
259,11.2108
260,61.5893
261,31.3352
262,49.2326
263,32.8134
264,76.2558
265,73.9645
266,82.7463
267,34.9858
268,55.122
269,87.3464
270,70.3037
271,58.9217
272,35.2467
273,36.8825
274,28.6531
275,40.0955
276,60.1739
277,63.1274
278,43.4495
279,31.0376
280,55.6184
281,30.2382
282,62.5102
283,30.4573
284,53.098
285,35.5604
286,10.4747
287,51.7738
288,52.1404
289,75.3939
290,84.4342
291,34.3401
292,63.1915
293,40.5026
294,31.288
295,78.852
296,13.0092
297,27.9835
298,15.0053
299,48.5851
300,85.4202
301,82.0408
302,50.9617
303,15.397
304,43.5664
305,49.8993
306,36.2442
307,45.056
308,24.4902
309,79.8632
310,23.7641
311,37.0188
312,30.0522
313,72.86
314,79.9729
315,47.9859
316,49.7023
317,35.6934
318,91.6986
319,9.00621
320,33.8891
321,46.2477
322,31.9457
323,26.5878
324,58.1663
325,66.5621
326,44.0185
327,53.3444
328,22.7935
329,44.2167
330,51.1221
331,69.0098
332,49.4289
333,28.4681
334,57.4057
335,53.8361
336,16.4678
337,67.0242
338,25.8709
339,24.3544
340,33.9245
341,34.3029
342,26.1
343,44.6189
344,49.4668
345,19.1059
346,22.822
347,8.28218
348,21.2674
349,27.2064
350,43.4809
351,26.8252
352,55.5889
353,62.3227
354,20.7753
355,55.7783
356,78.7853
357,29.5493
358,90.263
359,27.2556
360,23.1998
361,6.95791
362,40.002
363,85.7761
364,32.3701
365,49.7473
366,36.1101
367,49.0003
368,35.242
369,68.1727
370,69.9432
371,31.6883
372,9.79652
373,35.1255
374,26.0415
375,10.3594
376,25.0058
377,36.6817
378,88.8335
379,45.2271
380,11.7607
381,8.17997
382,91.9958
383,51.7257
384,79.3885
385,46.0641
386,70.1192
387,37.0085
388,29.1361
389,36.5686
390,30.8443
391,51.2463
392,45.7135
393,66.8257
394,14.623
395,34.1191
396,60.152
397,30.8836
398,48.4166
399,25.908
400,18.7844
401,87.4235
402,32.612
403,10.3727
404,52.2161
405,29.6649
406,28.913
407,52.803
408,50.5137
409,39.717
410,47.2436
411,34.4867
412,35.5335
413,24.3074
414,78.2579
415,70.4128
416,9.60113
417,56.8932
418,81.4432
419,45.7742
420,79.052
421,69.458
422,39.495
423,82.7121
424,90.2319
425,16.5978
426,8.70504
427,45.7784
428,25.1308
429,57.6992
430,22.7989
431,22.2515
432,59.0869
433,27.3593
434,60.179
435,86.2434
436,21.7671
437,76.2005
438,47.3641
439,40.6401
440,57.3368
441,32.5215
442,17.0826
443,43.8942
444,27.8067
445,36.6012
446,33.4694
447,60.9779
448,45.0542
449,69.4443
450,76.3727
451,6.45765
452,48.3614
453,34.832
454,37.4791
455,27.7784
456,11.5978
457,15.92
458,48.7331
459,76.5685
460,83.2061
461,14.5425
462,31.3923
463,34.6085
464,80.5446
465,47.7603
466,46.6308
467,26.1123
468,46.3794
469,64.5505
470,20.2327
471,74.8094
472,9.78423
473,29.426
474,31.2197
475,27.6799
476,49.5974
477,48.2099
478,39.4336
479,68.9666
480,27.7478
481,51.1346
482,45.5422
483,52.1023
484,35.0089
485,80.6481
486,12.921
487,57.4357
488,44.0541
489,39.6441
490,34.6079
491,53.7542
492,88.0299
493,86.4189
494,74.3049
495,55.5604
496,44.9361
497,38.43
498,25.1146
499,86.0347
500,88.394
501,34.9339
502,90.0126
503,79.8005
504,87.9785
505,89.3148
506,84.9651
507,35.5276
508,25.141
509,30.9448
510,45.8652
511,15.8257
512,32.8535
513,22.5867
514,14.1126
515,41.591
516,34.4798
517,66.0788
518,39.7513
519,22.3272
520,84.8882
521,49.675
522,67.7866
523,85.5921
524,31.567
525,68.6987
526,35.2547
527,45.5638
528,69.9104
529,48.4886
530,33.3476
531,83.0666
532,33.9277
533,50.0973
534,30.6579
535,62.0848
536,54.9792
537,26.0252
538,51.7086
539,85.2982
540,30.0015
541,69.0614
542,79.9683
543,26.222
544,94.9114
545,47.4682
546,51.0526
547,48.3308
548,64.6848
549,31.6956
550,23.0518
551,84.6911
552,37.6869
553,33.0811
554,47.6131
555,7.98246
556,73.0471
557,88.9413
558,80.1945
559,59.2625
560,38.5656
561,31.9382
562,61.2198
563,55.3996
564,57.1212
565,27.5729
566,78.6669
567,31.1772
568,65.5972
569,18.9504
570,28.5275
571,85.4297
572,44.9275
573,69.3443
574,15.8153
575,90.4554
576,11.5516
577,65.1552
578,69.9439
579,42.4845
580,39.7282
581,47.9038
582,44.7867
583,49.8335
584,21.528
585,68.1876
586,52.7056
587,26.4979
588,89.3649
589,64.366
590,76.87
591,33.369
592,49.7445
593,34.5999
594,57.1095
595,44.734
596,31.1298
597,46.5473
598,86.759
599,27.6503
600,81.4088
601,29.5956
602,65.7754
603,47.7144
604,49.8783
605,11.8537
606,93.983
607,39.3077
608,15.7828
609,39.1922
610,54.3709
611,50.0534
612,74.7889
613,13.3457
614,59.5199
615,34.9663
616,11.3401
617,54.2916
618,53.7342
619,17.0703
620,46.5131
621,49.2392
622,33.8227
623,51.1837
624,55.0354
625,48.8269
626,28.6593
627,46.222
628,28.0881
629,33.9296
630,48.2614
631,73.4099
632,55.4442
633,55.5649
634,70.0713
635,71.8923
636,56.3003
637,33.1358
638,14.1504
639,40.3177
640,15.277
641,28.5345
642,35.2891
643,40.665
644,47.8422
645,83.013
646,32.7946
647,49.7766
648,51.7126
649,52.3222
650,30.3449
651,61.0523
652,42.9438
653,46.3074
654,40.5567
655,16.1107
656,75.1084
657,77.3912
658,32.2385
659,57.2126
660,28.5257
661,39.0159
662,30.0551
663,83.5987
664,83.2462
665,88.749
666,34.2468
667,14.1658
668,49.3243
669,26.0607
670,20.3008
671,89.5387
672,14.4963
673,26.0084
674,51.2504
675,94.5324
676,36.3515
677,90.9076
678,8.39177
679,27.5128
680,37.796
681,70.9574
682,14.3859
683,10.01
684,53.7907
685,57.1074
686,57.0195
687,53.9271
688,26.8552
689,55.8989
690,57.9155
691,12.019
692,68.7332
693,7.11819
694,81.5992
695,56.9628
696,9.39901
697,50.33
698,9.1826
699,89.155
700,24.2042
701,38.5889
702,33.504
703,79.7467
704,51.513
705,79.7098
706,21.1382
707,73.6491
708,43.599
709,40.4222
710,45.9724
711,91.577
712,29.7512
713,28.2435
714,80.3328
715,18.0738
716,35.722
717,13.8926
718,32.0153
719,76.2158
720,31.9353
721,87.623
722,56.5214
723,77.5979
724,35.6455
725,80.2832
726,22.8925
727,60.4804
728,61.7568
729,35.4515
730,29.2518
731,22.7486
732,28.0024
733,66.501
734,8.61899
735,44.8604
736,63.9434
737,52.3346
738,42.1991
739,20.156
740,31.2621
741,40.8709
742,28.9569
743,44.7151
744,78.8837
745,62.4221
746,80.606
747,25.0408
748,69.0431
749,77.2147
750,29.3424
751,51.3374
752,60.8019
753,80.0235
754,15.9162
755,71.1375
756,20.671
757,28.9367
758,51.8266
759,34.8364
760,40.7846
761,70.153
762,87.6298
763,27.268
764,51.6933
765,72.0719
766,76.2251
767,79.3991
768,87.1269
769,87.4714
770,36.7916
771,68.0424
772,67.388
773,52.494
774,25.8413
775,44.7234
776,68.2302
777,71.5245
778,53.3047
779,19.6031
780,43.3231
781,35.047
782,45.8859
783,29.0009
784,59.5998
785,8.18665
786,42.0489
787,38.389
788,88.8013
789,27.7568
790,71.6869
791,63.0503
792,66.7487
793,22.1876
794,47.461
795,47.953
796,13.5447
797,45.3859
798,29.0842
799,69.5106
800,58.1708
801,18.1543
802,89.6846
803,44.1154
804,74.1826
805,67.5675
806,68.1972
807,71.8273
808,44.5074
809,6.14462
810,49.4558
811,36.54
812,42.9984
813,27.5485
814,48.8083
815,29.0562
816,28.186
817,28.1948
818,35.1971
819,45.3244
820,34.6187
821,8.93946
822,27.5697
823,53.1486
824,13.3255
825,51.1823
826,66.1686
827,43.3076
828,46.34
829,35.0625
830,21.9309
831,49.9208
832,43.3959
833,73.929
834,9.92739
835,57.3948
836,82.7357
837,58.6532
838,15.5172
839,45.3765
840,52.9066
841,91.8406
842,43.6094
843,27.2917
844,31.409
845,31.7637
846,7.34435
847,40.8868
848,34.1634
849,86.9856
850,88.306
851,18.5067
852,35.1694
853,39.179
854,19.3999
855,34.6545
856,58.1831
857,26.7147
858,90.222
859,18.9643
860,47.0719
861,32.7433
862,44.3778
863,69.0128
864,35.8461
865,30.4708
866,33.96
867,73.4983
868,52.1487
869,52.3352
870,18.8913
871,32.3581
872,44.3999
873,28.7716
874,27.7047
875,27.9454
876,28.5979
877,83.8059
878,76.2145
879,12.0618
880,67.326
881,73.3191
882,83.9565
883,53.3907
884,49.8377
885,11.7358
886,45.3607
887,36.7682
888,47.6
889,46.2767
890,71.3563
891,34.8372
892,42.114
893,30.2613
894,36.5509
895,55.3069
896,28.7991
897,34.683
898,20.7286
899,83.0731
900,55.5125
901,29.8856
902,28.2456
903,46.0487
904,80.5059
905,70.9867
906,55.0261
907,56.7877
908,39.221
909,45.7905
910,29.3925
911,70.2297
912,31.634
913,42.3241
914,62.1414
915,42.9088
916,54.8793
917,29.4964
918,19.3468
919,32.7218
920,77.6094
921,32.8621
922,37.4388
923,39.0517
924,40.894
925,45.1025
926,7.99084
927,77.2934
928,61.504
929,61.0578
930,33.5324
931,60.8692
932,23.4043
933,11.5726
934,18.7644
935,35.6792
936,91.5495
937,52.9098
938,57.8386
939,52.4961
940,45.1777
941,93.0004
942,84.0324
943,15.104
944,92.5349
945,70.6894
946,74.0473
947,33.5356
948,44.9321
949,24.4481
950,24.5116
951,50.6201
952,63.0725
953,87.133
954,21.8019
955,74.4505
956,50.1728
957,66.1206
958,78.8212
959,71.6064
960,60.1463
961,54.2754
962,33.8045
963,36.3784
964,30.6438
965,30.5561
966,65.7245
967,19.414
968,32.9771
969,14.2774
970,91.2844
971,21.0092
972,83.2424
973,67.9136
974,86.6759
975,25.3293
976,14.0195
977,71.291
978,42.0531
979,32.4794
980,20.3523
981,35.0163
982,46.1091
983,38.3263
984,39.8298
985,19.6104
986,7.96596
987,86.1388
988,52.5695
989,69.1577
990,35.6813
991,29.9273
992,18.4126
993,36.6306
994,38.4739
995,22.3899
996,43.371
997,44.6328
998,32.6548
999,45.6977
1000,89.3402
1001,66.4063
1002,64.1287
1003,9.5351
1004,17.7633
1005,86.0257
1006,12.5343
1007,36.2136
1008,16.5804
1009,19.9618
1010,28.1838
1011,48.6247
1012,65.769
1013,76.8801
1014,87.2421
1015,48.5838
1016,45.0275
1017,89.2733
1018,79.8681
1019,63.9833
1020,28.4999
1021,12.9594
1022,25.7501
1023,35.8584
1024,39.8332
1025,87.3171
1026,41.2946
1027,30.078
1028,38.6418
1029,16.4444
1030,54.4533
1031,22.9966
1032,79.302
1033,77.7811
1034,54.7132
1035,34.953
1036,21.6386
1037,51.5097
1038,74.1738
1039,71.678
1040,54.7232
1041,64.899
1042,53.4601
1043,79.2723
1044,79.1935
1045,46.1262
1046,26.3713
1047,90.6823
1048,31.264
1049,59.4159
1050,38.2939
1051,42.5839
1052,33.6485
1053,84.8846
1054,53.2242
1055,10.5073
1056,65.8743
1057,30.2319
1058,7.53283
1059,49.9293
1060,31.7784
1061,22.2486
1062,16.9499
1063,70.541
1064,22.1342
1065,38.1976
1066,30.2591
1067,88.9011
1068,32.0467
1069,63.8329
1070,24.7952
1071,86.1244
1072,66.3702
1073,32.6098
1074,36.8227
1075,30.6229
1076,14.7879
1077,33.6837
1078,14.2036
1079,14.2011
1080,32.3228
1081,10.0014
1082,48.8266
1083,60.7757
1084,34.8579
1085,44.0963
1086,51.4101
1087,61.3871
1088,24.3899
1089,32.725
1090,40.1816
1091,57.1848
1092,8.49742
1093,39.1358
1094,31.0442
1095,37.58
1096,74.5278
1097,32.2487
1098,32.3996
1099,67.8331
1100,31.428
1101,49.468
1102,33.0762
1103,78.1849
1104,63.7263
1105,31.4485
1106,28.8065
1107,39.0291
1108,31.6498
1109,41.7015
1110,28.138
1111,39.9839
1112,87.5101
1113,30.3989
1114,46.3996
1115,9.62974
1116,11.1747
1117,50.9882
1118,17.5172
1119,35.6454
1120,61.7891
1121,36.995
1122,34.143
1123,24.6251
1124,88.96
1125,64.6979
1126,74.1705
1127,42.148
1128,87.6975
1129,31.3276
1130,46.7923
1131,12.7029
1132,69.506
1133,33.0925
1134,46.6386
1135,60.1188
1136,37.129
1137,36.5434
1138,77.2056
1139,45.2578
1140,70.211
1141,65.7812
1142,9.48541
1143,29.442
1144,38.2566
1145,42.6903
1146,73.8388
1147,60.6799
1148,89.6887
1149,56.3855
1150,81.3346
1151,44.7904
1152,46.1603
1153,32.0345
1154,27.8761
1155,51.3799
1156,6.96465
1157,34.54
1158,62.3477
1159,25.0777
1160,15.9167
1161,25.7087
1162,28.9364
1163,77.4169
1164,47.1096
1165,41.7004
1166,85.1476
1167,52.4457
1168,49.0727
1169,44.2304
1170,85.3723
1171,90.129
1172,42.1495
1173,17.0182
1174,42.5084
1175,93.181
1176,91.0039
1177,22.3892
1178,27.4332
1179,46.9547
1180,37.0995
1181,38.9239
1182,57.6388
1183,81.5935
1184,94.4649
1185,57.4215
1186,83.234
1187,76.2416
1188,10.8641
1189,65.7912
1190,89.5622
1191,36.0522
1192,32.6627
1193,43.8111
1194,18.7692
1195,10.5593
1196,66.4852
1197,32.731
1198,57.6222
1199,40.4844
1200,34.6482
1201,28.8001
1202,19.1043
1203,21.2355
1204,84.0799
1205,62.8126
1206,38.1306
1207,53.7328
1208,40.4216
1209,89.3744
1210,79.0853
1211,28.3737
1212,13.732
1213,54.2933
1214,40.9325
1215,37.537
1216,22.3335
1217,91.5285
1218,43.3671
1219,59.6481
1220,42.7575
1221,32.8932
1222,22.1814
1223,62.0539
1224,50.8503
1225,53.061
1226,45.2966
1227,54.6641
1228,18.6564
1229,68.1535
1230,35.0809
1231,55.6036
1232,28.7135
1233,83.2866
1234,31.8884
1235,64.2978
1236,25.7354
1237,44.9322
1238,40.245
1239,21.6439
1240,25.0638
1241,16.0381
1242,29.7652
1243,56.0644
1244,54.4731
1245,29.0743
1246,32.4318
1247,75.8091
1248,11.8072
1249,53.7571
1250,52.0078
1251,81.411
1252,61.9991
1253,90.0621
1254,48.9686
1255,41.291
1256,15.4351
1257,64.1218
1258,59.2878
1259,41.0669
1260,8.06828
1261,49.0638
1262,21.9502
1263,43.0316
1264,7.98884
1265,89.5881
1266,7.81965
1267,20.9966
1268,48.3585
1269,88.42
1270,47.1637
1271,68.624
1272,66.4804
1273,35.09
1274,81.2155
1275,49.2292
1276,88.9406
1277,21.277
1278,87.3833
1279,34.6035
1280,77.9688
1281,25.104
1282,68.2998
1283,10.5722
1284,52.0105
1285,51.1776
1286,59.1049
1287,61.5388
1288,73.8061
1289,52.5545
1290,83.5386
1291,60.7504
1292,31.7179
1293,36.691
1294,25.8575
1295,81.1054
1296,88.7784
1297,41.1796
1298,82.5046
1299,54.0859
1300,61.2478
1301,12.2207
1302,25.247
1303,45.2578
1304,32.5291
1305,31.6926
1306,61.1701
1307,59.3105
1308,62.142
1309,29.4896
1310,44.1648
1311,93.6225
1312,79.9388
1313,47.1973
1314,44.5569
1315,57.3468
1316,63.0695
1317,7.85198
1318,6.03909
1319,65.95
1320,29.291
1321,74.3459
1322,14.8092
1323,61.3156
1324,79.8631
1325,51.5688
1326,83.2094
1327,34.3982
1328,9.48768
1329,81.7058
1330,79.0555
1331,46.4492
1332,47.5276
1333,27.3756
1334,81.2562
1335,26.976
1336,33.0413
1337,44.0141
1338,61.6138
1339,60.6455
1340,75.1327
1341,78.8066
1342,80.1517
1343,38.2626
1344,59.2684
1345,89.008
1346,26.7372
1347,77.2064
1348,27.364
1349,56.7123
1350,86.597
1351,36.6802
1352,39.5529
1353,49.9955
1354,39.6434
1355,30.2083
1356,25.9077
1357,35.0032
1358,36.2219
1359,13.3138
1360,41.4422
1361,74.5596
1362,48.4871
1363,40.7576
1364,28.5461
1365,36.3401
1366,21.4244
1367,75.5495
1368,89.01
1369,50.1522
1370,52.5461
1371,28.1715
1372,24.7643
1373,76.0365
1374,21.2549
1375,53.3921
1376,58.553
1377,13.686
1378,21.2168
1379,28.4086
1380,29.5816
1381,28.3058
1382,60.2195
1383,82.52
1384,84.7954
1385,90.7293
1386,60.8367
1387,82.5999
1388,86.5642
1389,37.2056
1390,55.5078
1391,14.1636
1392,34.4789
1393,42.0756
1394,87.2773
1395,23.6683
1396,28.8798
1397,52.794
1398,49.1046
1399,10.2084
1400,61.5806
1401,71.5328
1402,44.5104
1403,42.2501
1404,29.9957
1405,35.0317
1406,14.2815
1407,9.05998
1408,27.5237
1409,56.6474
1410,9.85597
1411,37.2124
1412,39.6675
1413,8.24328
1414,16.6673
1415,71.0407
1416,32.409
1417,36.3651
1418,10.5248
1419,59.4176
1420,65.439
1421,53.9963
1422,33.0742
1423,48.778
1424,46.9264
1425,73.0064
1426,42.7898
1427,29.9337
1428,91.6537
1429,13.9104
1430,82.8392
1431,7.29848
1432,46.1936
1433,74.0954
1434,33.5896
1435,59.3369
1436,82.1582
1437,53.4975
1438,25.9002
1439,72.0343
1440,78.373
1441,28.0587
1442,88.5717
1443,88.3063
1444,43.06
1445,7.67139
1446,88.1002
1447,48.3957
1448,27.7824
1449,28.4191
1450,63.4295
1451,7.12427
1452,63.1318
1453,36.7692
1454,17.7669
1455,38.6979
1456,19.103
1457,28.2964
1458,42.7269
1459,28.4889
1460,30.0783
1461,90.6469
1462,68.2442
1463,92.3515
1464,54.6003
1465,37.3751
1466,87.4776
1467,18.3352
1468,48.9561
1469,71.2545
1470,87.2145
1471,72.8139
1472,38.7044
1473,56.6085
1474,47.883
1475,16.8535
1476,51.2366
1477,32.8821
1478,18.0408
1479,73.7612
1480,83.1621
1481,31.9407
1482,69.2816
1483,52.1561
1484,53.5174
1485,28.497
1486,40.0914
1487,12.4412
1488,57.9728
1489,92.9898
1490,64.8609
1491,86.6681
1492,64.6345
1493,35.1865
1494,42.7722
1495,55.6881
1496,83.9411
1497,32.712
1498,45.3988
1499,12.5825
1500,76.26
1501,43.3794
1502,25.0798
1503,36.4958
1504,28.0182
1505,45.2879
1506,55.5485
1507,9.6314
1508,49.7582
1509,7.07499
1510,33.4157
1511,34.557
1512,73.243
1513,29.6644
1514,61.9746
1515,32.9031
1516,27.9455
1517,28.1131
1518,46.0842
1519,81.0915
1520,58.4216
1521,44.8879
1522,74.4061
1523,24.7194
1524,53.9683
1525,66.75
1526,67.1104
1527,48.7494
1528,40.2272
1529,41.5252
1530,71.0165
1531,10.6981
1532,16.4859
1533,47.0338
1534,58.4639
1535,35.7882
1536,54.1678
1537,42.4921
1538,14.3724
1539,85.6695
1540,11.1731
1541,67.2783
1542,58.8177
1543,70.2145
1544,9.95112
1545,24.6322
1546,33.3227
1547,46.8509
1548,37.3641
1549,36.173
1550,23.0945
1551,37.5772
1552,36.1415
1553,64.9153
1554,93.463
1555,83.7076
1556,28.2288
1557,43.5262
1558,78.4352
1559,33.3364
1560,68.902
1561,73.2334
1562,56.078
1563,37.4764
1564,86.1123
1565,74.6404
1566,55.5937
1567,14.2986
1568,41.7332
1569,51.469
1570,64.255
1571,73.5325
1572,49.9971
1573,82.1806
1574,44.4333
1575,56.9115
1576,11.4189
1577,86.8685
1578,37.3298
1579,41.2271
1580,68.9677
1581,39.0303
1582,10.978
1583,47.1569
1584,42.8793
1585,49.2565
1586,71.1009
1587,9.82506
1588,37.8808
1589,17.3914
1590,30.2163
1591,30.4832
1592,8.43172
1593,77.5125
1594,51.9837
1595,16.5236
1596,31.0272
1597,72.8887
1598,53.2192
1599,60.3082
1600,29.2732
1601,32.3379
1602,58.3534
1603,50.8656
1604,88.4748
1605,61.4883
1606,38.5969
1607,51.9461
1608,54.579
1609,27.8947
1610,36.1212
1611,50.3248
1612,39.0314
1613,36.5278
1614,38.9196
1615,54.2751
1616,25.5307
1617,19.796
1618,33.9383
1619,35.106
1620,73.6881
1621,31.428
1622,44.2692
1623,57.0077
1624,16.1112
1625,53.7822
1626,12.2305
1627,72.5858
1628,26.2101
1629,25.0079
1630,26.1601
1631,65.3014
1632,21.893
1633,32.8739
1634,55.8155
1635,32.0389
1636,30.7506
1637,56.6701
1638,67.6865
1639,13.1845
1640,47.9784
1641,56.5099
1642,59.8779
1643,74.2347
1644,28.4734
1645,26.7155
1646,82.9421
1647,44.3202
1648,35.3795
1649,39.7022
1650,47.5459
1651,85.7
1652,87.0822
1653,92.6431
1654,10.6932
1655,19.0854
1656,74.2776
1657,22.5773
1658,17.384
1659,30.1586
1660,37.1127
1661,7.99315
1662,26.0872
1663,34.5978
1664,33.1299
1665,30.1884
1666,15.3257
1667,49.4804
1668,27.7131
1669,54.8921
1670,90.7216
1671,15.3192
1672,64.2789
1673,69.6286
1674,50.2529
1675,54.7971
1676,27.0285
1677,94.9433
1678,29.5731
1679,89.824
1680,13.6139
1681,21.7664
1682,85.2832
1683,50.53
1684,37.0614
1685,28.5892
1686,47.9777
1687,14.0275
1688,59.6888
1689,24.8805
1690,59.8508
1691,20.5626
1692,87.2191
1693,28.6602
1694,89.9182
1695,30.3525
1696,94.4468
1697,26.4841
1698,27.935
1699,36.1959
1700,54.3889
1701,34.1248
1702,26.0365
1703,64.0245
1704,68.7182
1705,50.9741
1706,76.8061
1707,46.0883
1708,11.3901
1709,77.0816
1710,57.4972
1711,72.945
1712,90.5336
1713,76.9324
1714,88.5913
1715,54.5644
1716,39.1551
1717,12.4708
1718,35.1795
1719,26.3159
1720,30.5895
1721,89.2408
1722,18.3734
1723,64.8383
1724,16.0681
1725,86.6461
1726,45.4962
1727,35.8456
1728,28.4725
1729,33.9234
1730,9.23868
1731,51.2345
1732,81.8323
1733,34.0192
1734,40.0736
1735,39.646
1736,24.3524
1737,21.2506
1738,79.8768
1739,64.8048
1740,79.1377
1741,41.2902
1742,41.7575
1743,20.523
1744,13.564
1745,20.2307
1746,36.9162
1747,54.6317
1748,89.2488
1749,51.0739
1750,36.9685
1751,45.3488
1752,31.7247
1753,37.3819
1754,9.28887
1755,7.09863
1756,19.7962
1757,37.3761
1758,18.9057
1759,48.3556
1760,24.1204
1761,22.8522
1762,62.0596
1763,49.2295
1764,61.6026
1765,64.4408
1766,78.5091
1767,31.477
1768,36.9924
1769,9.8925
1770,85.107
1771,33.3375
1772,9.96494
1773,49.2218
1774,49.4417
1775,56.9775
1776,50.4202
1777,56.8766
1778,54.6396
1779,61.068
1780,56.6401
1781,50.4326
1782,10.0847
1783,43.5105
1784,81.6607
1785,56.6484
1786,26.8019
1787,30.4679
1788,71.9805
1789,30.1114
1790,33.4352
1791,16.6457
1792,29.6235
1793,37.293
1794,30.982
1795,58.5593
1796,59.6752
1797,28.9822
1798,24.8453
1799,14.1746
1800,47.981
1801,45.4411
1802,66.7958
1803,69.0664
1804,33.1303
1805,44.9705
1806,81.313
1807,81.0723
1808,42.2192
1809,38.4709
1810,18.724
1811,34.4258
1812,31.9057
1813,63.7619
1814,14.7507
1815,94.6601
1816,72.4324
1817,38.9951
1818,28.0632
1819,21.0862
1820,53.0517
1821,37.694
1822,45.2681
1823,92.3088
1824,27.0176
1825,52.5523
1826,18.9252
1827,37.3327
1828,81.8346
1829,77.9094
1830,11.0938
1831,53.3205
1832,34.1515
1833,33.3667
1834,69.3727
1835,59.7439
1836,13.1891
1837,14.1552
1838,56.1957
1839,70.51
1840,64.4302
1841,83.0325
1842,70.3436
1843,27.761
1844,31.7288
1845,32.3559
1846,47.7571
1847,72.4897
1848,45.4657
1849,25.4137
1850,82.2378
1851,76.1689
1852,42.9053
1853,13.4524
1854,55.4843
1855,61.6781
1856,48.1465
1857,48.4098
1858,40.6876
1859,26.4662
1860,55.7605
1861,59.0902
1862,30.3543
1863,68.7994
1864,47.1421
1865,39.8667
1866,25.9119
1867,65.1721
1868,48.6778
1869,63.9661
1870,45.9305
1871,42.7504
1872,30.4951
1873,49.1077
1874,31.3753
1875,77.718
1876,92.3019
1877,87.5604
1878,78.5355
1879,58.3917
1880,78.34
1881,38.9882
1882,54.8114
1883,57.2215
1884,34.8617
1885,91.758
1886,26.7151
1887,26.107
1888,36.0341
1889,47.7139
1890,66.3411
1891,25.804
1892,52.6093
1893,71.7382
1894,70.7685
1895,78.4012
1896,44.4238
1897,27.9479
1898,62.415
1899,71.1204
